time,open,high,low,close,volume,SMA_short,SMA_long,RSI
2026-02-19 12:30:00+00:00,154.641,154.66,154.631,154.651,113,154.6291,154.62426,58.57988165680454
2026-02-19 12:31:00+00:00,154.65,154.682,154.65,154.68,129,154.63115,154.62390000000002,65.97938144330531
2026-02-19 12:32:00+00:00,154.682,154.688,154.661,154.676,138,154.63315000000003,154.62346,58.33333333333192
2026-02-19 12:33:00+00:00,154.677,154.688,154.66,154.663,115,154.6346,154.62248,61.635220125790774
2026-02-19 12:34:00+00:00,154.662,154.674,154.653,154.666,133,154.63605,154.62176000000002,59.86842105263466
2026-02-19 12:35:00+00:00,154.668,154.705,154.668,154.702,159,154.63975,154.62256,69.39890710382836
2026-02-19 12:36:00+00:00,154.703,154.704,154.679,154.688,125,154.64305,154.62279999999998,74.70588235293557
2026-02-19 12:37:00+00:00,154.688,154.703,154.687,154.7,141,154.64715,154.62362,81.76470588234812
2026-02-19 12:38:00+00:00,154.702,154.726,154.702,154.726,123,154.65105,154.62456,82.58426966291776
2026-02-19 12:39:00+00:00,154.727,154.73,154.706,154.729,133,154.6562,154.62609999999998,82.08092485549105
2026-02-19 12:40:00+00:00,154.73,154.73,154.714,154.72,160,154.6604,154.62789999999998,76.04790419160882
2026-02-19 12:41:00+00:00,154.72,154.724,154.712,154.714,91,154.66455000000002,154.62993999999998,73.41040462427014
2026-02-19 12:42:00+00:00,154.708,154.708,154.7,154.702,134,154.66945,154.63237999999998,66.85714285713831
2026-02-19 12:43:00+00:00,154.701,154.714,154.7,154.714,132,154.67555,154.63461999999998,68.9839572192467
2026-02-19 12:44:00+00:00,154.715,154.726,154.705,154.714,142,154.68075,154.63666,67.59776536312219
2026-02-19 12:45:00+00:00,154.716,154.719,154.707,154.718,110,154.68575,154.63894,62.33766233765466
2026-02-19 12:46:00+00:00,154.718,154.731,154.714,154.728,115,154.6905,154.64174,66.250000000004
2026-02-19 12:47:00+00:00,154.728,154.752,154.725,154.748,172,154.69625,154.64416,75.44910179639649
2026-02-19 12:48:00+00:00,154.748,154.761,154.73,154.76,163,154.7021,154.64674,76.70454545453701
2026-02-19 12:49:00+00:00,154.758,154.782,154.756,154.77,214,154.70845,154.64958000000001,72.66666666666123
2026-02-19 12:50:00+00:00,154.771,154.788,154.768,154.782,170,154.715,154.65290000000002,81.75675675675299
2026-02-19 12:51:00+00:00,154.782,154.788,154.774,154.78,143,154.72,154.65753999999998,78.9855072463683
2026-02-19 12:52:00+00:00,154.78,154.792,154.776,154.778,156,154.72510000000003,154.66218,72.80701754384413
2026-02-19 12:53:00+00:00,154.778,154.784,154.761,154.778,181,154.73084999999998,154.66646,72.07207207205292
2026-02-19 12:54:00+00:00,154.778,154.792,154.778,154.786,151,154.73685,154.67098,79.99999999998967
2026-02-19 12:55:00+00:00,154.786,154.796,154.782,154.796,161,154.74155,154.67576,85.96491228068864
2026-02-19 12:56:00+00:00,154.794,154.797,154.786,154.792,199,154.74675,154.67984,92.45283018867165
2026-02-19 12:57:00+00:00,154.793,154.809,154.791,154.798,237,154.75164999999998,154.6839,91.99999999999204
